Frame,Visibility,X,Y,score,rank
369,1,784,116,0.628,1
370,1,784,116,0.643,1
371,1,784,116,0.642,1
372,0,0,0,0,0
373,1,780,120,0.631,1
374,1,780,120,0.624,1
375,1,780,120,0.616,1
376,0,0,0,0,0
377,0,0,0,0,0
378,0,0,0,0,0
379,0,0,0,0,0
380,0,0,0,0,0
381,0,0,0,0,0
382,0,0,0,0,0
383,0,0,0,0,0
384,0,0,0,0,0
385,0,0,0,0,0
386,0,0,0,0,0
387,0,0,0,0,0
388,0,0,0,0,0
389,0,0,0,0,0
390,0,0,0,0,0
391,0,0,0,0,0
392,0,0,0,0,0
393,0,0,0,0,0
394,0,0,0,0,0
395,0,0,0,0,0
396,0,0,0,0,0
397,0,0,0,0,0
398,0,0,0,0,0
399,0,0,0,0,0
400,0,0,0,0,0
401,0,0,0,0,0
402,0,0,0,0,0
403,0,0,0,0,0
404,0,0,0,0,0
405,0,0,0,0,0
406,0,0,0,0,0
407,0,0,0,0,0
408,0,0,0,0,0
409,0,0,0,0,0
410,0,0,0,0,0
411,0,0,0,0,0
412,0,0,0,0,0
413,0,0,0,0,0
414,0,0,0,0,0
415,0,0,0,0,0
416,0,0,0,0,0
417,0,0,0,0,0
418,0,0,0,0,0
419,0,0,0,0,0
420,0,0,0,0,0
421,0,0,0,0,0
422,0,0,0,0,0
423,0,0,0,0,0
424,0,0,0,0,0
425,0,0,0,0,0
426,0,0,0,0,0
427,0,0,0,0,0
428,0,0,0,0,0
429,0,0,0,0,0
430,0,0,0,0,0
431,0,0,0,0,0
432,0,0,0,0,0
433,0,0,0,0,0
434,0,0,0,0,0
435,0,0,0,0,0
436,0,0,0,0,0
437,0,0,0,0,0
438,0,0,0,0,0
439,0,0,0,0,0
440,0,0,0,0,0
441,0,0,0,0,0
442,0,0,0,0,0
443,0,0,0,0,0
444,0,0,0,0,0
445,0,0,0,0,0
446,0,0,0,0,0
447,0,0,0,0,0
448,0,0,0,0,0
449,0,0,0,0,0
450,0,0,0,0,0
451,0,0,0,0,0
452,0,0,0,0,0
453,0,0,0,0,0
454,0,0,0,0,0
455,0,0,0,0,0
456,0,0,0,0,0
457,0,0,0,0,0
458,0,0,0,0,0
459,0,0,0,0,0
460,0,0,0,0,0
461,0,0,0,0,0
462,0,0,0,0,0
463,0,0,0,0,0
464,0,0,0,0,0
465,0,0,0,0,0
466,0,0,0,0,0
467,0,0,0,0,0
468,0,0,0,0,0
469,0,0,0,0,0
470,0,0,0,0,0
471,0,0,0,0,0
472,0,0,0,0,0
473,0,0,0,0,0
474,0,0,0,0,0
475,0,0,0,0,0
476,1,694,788,0.78,1
477,0,0,0,0,0
478,1,739,682,0.819,1
479,1,761,649,0.824,1
480,1,776,619,0.831,1
481,1,795,600,0.802,1
482,1,810,581,0.761,1
483,1,825,574,0.771,1
484,1,836,570,0.766,1
485,1,851,570,0.766,1
486,1,859,570,0.753,1
487,1,866,578,0.737,1
488,1,878,585,0.697,1
489,1,885,596,0.788,1
490,1,896,608,0.799,1
491,1,900,619,0.771,1
492,0,0,0,0,0
493,1,904,559,0.792,1
494,1,904,536,0.804,1
495,1,908,514,0.803,1
496,1,908,491,0.772,1
497,1,911,476,0.744,1
498,0,0,0,0,0
499,1,278,191,0.603,2
500,1,278,191,0.638,1
501,0,0,0,0,0
502,0,0,0,0,0
503,0,0,0,0,0
504,0,0,0,0,0
505,0,0,0,0,0
506,0,0,0,0,0
507,0,0,0,0,0
508,0,0,0,0,0
509,0,0,0,0,0
510,0,0,0,0,0
511,0,0,0,0,0
512,0,0,0,0,0
513,0,0,0,0,0
514,0,0,0,0,0
515,1,694,484,0.632,1
516,1,664,514,0.689,1
517,1,634,551,0.708,1
518,1,596,600,0.75,1
519,1,559,652,0.769,1
520,1,518,716,0.768,1
521,0,0,0,0,0
522,1,450,210,0.732,1
523,0,0,0,0,0
524,1,439,214,0.754,1
525,1,435,214,0.742,1
526,0,0,0,0,0
527,1,424,218,0.664,1
528,0,0,0,0,0
529,0,0,0,0,0
530,0,0,0,0,0
531,0,0,0,0,0
532,0,0,0,0,0
533,0,0,0,0,0
534,0,0,0,0,0
535,0,0,0,0,0
536,0,0,0,0,0
537,0,0,0,0,0
538,0,0,0,0,0
539,0,0,0,0,0
540,1,341,248,0.659,1
541,0,0,0,0,0
542,1,326,255,0.662,1
543,0,0,0,0,0
544,0,0,0,0,0
545,1,304,262,0.614,1
546,1,292,266,0.614,1
547,0,0,0,0,0
548,1,278,274,0.625,1
549,1,266,278,0.624,1
550,0,0,0,0,0
551,1,251,281,0.61,1
552,1,240,285,0.574,1
553,1,229,289,0.547,1
554,1,221,292,0.548,1
555,1,210,296,0.56,1
556,1,199,296,0.584,1
557,0,0,0,0,0
558,0,0,0,0,0
559,0,0,0,0,0
560,0,0,0,0,0
561,0,0,0,0,0
562,0,0,0,0,0
563,0,0,0,0,0
564,0,0,0,0,0
565,0,0,0,0,0
566,0,0,0,0,0
567,0,0,0,0,0
568,0,0,0,0,0
569,0,0,0,0,0
570,0,0,0,0,0
571,0,0,0,0,0
572,0,0,0,0,0
573,0,0,0,0,0
574,0,0,0,0,0
575,0,0,0,0,0
576,0,0,0,0,0
577,0,0,0,0,0
578,0,0,0,0,0
579,0,0,0,0,0
580,0,0,0,0,0
581,0,0,0,0,0
582,0,0,0,0,0
583,0,0,0,0,0
584,0,0,0,0,0
585,0,0,0,0,0
586,0,0,0,0,0
587,0,0,0,0,0
588,0,0,0,0,0
589,0,0,0,0,0
590,0,0,0,0,0
591,0,0,0,0,0
592,0,0,0,0,0
593,0,0,0,0,0
594,0,0,0,0,0
595,0,0,0,0,0
596,0,0,0,0,0
597,0,0,0,0,0
598,0,0,0,0,0
599,0,0,0,0,0
600,0,0,0,0,0
601,0,0,0,0,0
602,0,0,0,0,0
603,0,0,0,0,0
604,0,0,0,0,0
605,0,0,0,0,0
606,0,0,0,0,0
607,0,0,0,0,0
608,0,0,0,0,0
609,1,919,896,0.856,1
610,0,0,0,0,0
611,1,971,825,0.823,1
612,1,994,802,0.809,1
613,1,1012,784,0.751,1
614,0,0,0,0,0
615,1,1046,776,0.592,1
616,1,1054,799,0.791,1
617,1,1061,821,0.819,1
618,1,1065,851,0.813,1
619,1,1072,881,0.812,1
620,0,0,0,0,0
621,1,1084,866,0.783,1
622,1,1084,859,0.768,1
623,1,1091,851,0.772,1
624,0,0,0,0,0
625,1,1099,851,0.755,1
626,1,1102,855,0.753,1
627,1,1106,862,0.759,1
628,1,1114,878,0.759,1
629,1,1114,896,0.784,1
630,1,1118,915,0.779,1
631,0,0,0,0,0
632,1,1129,922,0.775,1
633,1,1132,915,0.779,1
634,1,1136,908,0.788,1
635,0,0,0,0,0
636,1,1148,908,0.768,1
637,1,1151,915,0.753,1
638,1,1159,922,0.745,1
639,0,0,0,0,0
640,0,0,0,0,0
641,0,0,0,0,0
642,0,0,0,0,0
643,0,0,0,0,0
644,0,0,0,0,0
645,0,0,0,0,0
646,0,0,0,0,0
647,0,0,0,0,0
648,0,0,0,0,0
649,0,0,0,0,0
650,0,0,0,0,0
651,0,0,0,0,0
652,0,0,0,0,0
653,0,0,0,0,0
654,0,0,0,0,0
655,0,0,0,0,0
656,0,0,0,0,0
657,0,0,0,0,0
658,0,0,0,0,0
659,0,0,0,0,0
660,0,0,0,0,0
661,0,0,0,0,0
662,0,0,0,0,0
663,0,0,0,0,0
664,0,0,0,0,0
665,0,0,0,0,0
666,0,0,0,0,0
667,0,0,0,0,0
668,0,0,0,0,0
669,0,0,0,0,0
670,0,0,0,0,0
671,0,0,0,0,0
672,0,0,0,0,0
673,0,0,0,0,0
674,0,0,0,0,0
675,0,0,0,0,0
676,0,0,0,0,0
677,0,0,0,0,0
678,0,0,0,0,0
679,0,0,0,0,0
680,0,0,0,0,0
681,0,0,0,0,0
682,0,0,0,0,0
683,0,0,0,0,0
684,0,0,0,0,0
685,0,0,0,0,0
686,0,0,0,0,0
687,0,0,0,0,0
688,0,0,0,0,0
689,0,0,0,0,0
690,0,0,0,0,0
691,0,0,0,0,0
692,0,0,0,0,0
693,0,0,0,0,0
694,0,0,0,0,0
695,0,0,0,0,0
696,0,0,0,0,0
697,0,0,0,0,0
698,0,0,0,0,0
699,0,0,0,0,0
700,0,0,0,0,0
701,0,0,0,0,0
702,0,0,0,0,0
703,0,0,0,0,0
704,0,0,0,0,0
705,0,0,0,0,0
706,0,0,0,0,0
707,0,0,0,0,0
708,0,0,0,0,0
709,0,0,0,0,0
710,0,0,0,0,0
711,0,0,0,0,0
712,0,0,0,0,0
713,0,0,0,0,0
714,0,0,0,0,0
715,0,0,0,0,0
716,0,0,0,0,0
717,0,0,0,0,0
718,0,0,0,0,0
719,0,0,0,0,0
720,0,0,0,0,0
721,0,0,0,0,0
722,0,0,0,0,0
723,0,0,0,0,0
724,0,0,0,0,0
725,0,0,0,0,0
726,0,0,0,0,0
727,0,0,0,0,0
728,0,0,0,0,0
729,0,0,0,0,0
730,0,0,0,0,0
731,0,0,0,0,0
732,0,0,0,0,0
733,0,0,0,0,0
734,0,0,0,0,0
735,0,0,0,0,0
736,0,0,0,0,0
737,1,1834,814,0.627,1
738,1,1826,788,0.651,1
739,1,1819,765,0.632,1
740,1,1815,750,0.601,1
741,1,1819,731,0.575,2
742,1,1826,709,0.682,1
743,1,1838,694,0.647,1
744,1,1845,682,0.675,1
745,0,0,0,0,0
746,0,0,0,0,0
747,0,0,0,0,0
748,0,0,0,0,0
749,0,0,0,0,0
750,1,1418,1009,0.756,1
751,0,0,0,0,0
752,0,0,0,0,0
753,0,0,0,0,0
754,0,0,0,0,0
755,0,0,0,0,0
756,0,0,0,0,0
757,0,0,0,0,0
758,0,0,0,0,0
759,0,0,0,0,0
760,0,0,0,0,0
761,1,671,251,0.618,1
762,0,0,0,0,0
763,0,0,0,0,0
764,0,0,0,0,0
765,0,0,0,0,0
766,0,0,0,0,0
767,0,0,0,0,0
768,0,0,0,0,0
769,0,0,0,0,0
770,0,0,0,0,0
771,0,0,0,0,0
772,0,0,0,0,0
773,0,0,0,0,0
774,0,0,0,0,0
775,1,514,259,0.64,1
776,0,0,0,0,0
777,1,499,259,0.663,1
778,0,0,0,0,0
779,1,491,262,0.685,1
780,1,488,262,0.692,1
781,0,0,0,0,0
782,0,0,0,0,0
783,1,994,908,0.746,1
784,0,0,0,0,0
785,1,934,802,0.808,1
786,0,0,0,0,0
787,1,896,742,0.853,1
788,1,881,724,0.841,1
789,1,866,709,0.847,1
790,1,851,701,0.823,1
791,1,844,698,0.821,1
792,1,832,698,0.815,1
793,0,0,0,0,0
794,1,818,705,0.797,1
795,1,814,694,0.829,1
796,1,806,660,0.834,1
797,1,802,634,0.821,1
798,1,795,604,0.799,1
799,1,791,581,0.761,1
800,1,788,566,0.76,1
801,1,784,551,0.74,1
802,1,776,536,0.704,1
803,0,0,0,0,0
804,0,0,0,0,0
805,0,0,0,0,0
806,0,0,0,0,0
807,0,0,0,0,0
808,0,0,0,0,0
809,0,0,0,0,0
810,0,0,0,0,0
811,0,0,0,0,0
812,0,0,0,0,0
813,0,0,0,0,0
814,0,0,0,0,0
815,0,0,0,0,0
816,1,919,514,0.684,1
817,1,941,529,0.786,1
818,1,968,548,0.794,1
819,1,998,574,0.794,1
820,1,1031,611,0.8,1
821,1,1065,649,0.797,1
822,1,1102,701,0.788,1
823,1,1140,754,0.713,1
824,0,0,0,0,0
825,0,0,0,0,0
826,0,0,0,0,0
827,0,0,0,0,0
828,0,0,0,0,0
829,0,0,0,0,0
830,1,754,652,0.734,1
831,1,709,638,0.745,1
832,1,664,630,0.722,1
833,1,626,622,0.731,1
834,1,596,619,0.77,1
835,1,566,619,0.82,1
836,1,540,608,0.829,1
837,1,518,578,0.764,1
838,1,499,551,0.744,1
839,1,484,532,0.706,1
840,1,465,514,0.652,1
841,0,0,0,0,0
842,1,495,491,0.642,1
843,1,521,484,0.629,1
844,1,548,480,0.691,1
845,1,570,480,0.646,1
846,1,596,480,0.642,1
847,1,619,480,0.621,1
848,0,0,0,0,0
849,0,0,0,0,0
850,0,0,0,0,0
851,0,0,0,0,0
852,0,0,0,0,0
853,0,0,0,0,0
854,0,0,0,0,0
855,1,750,529,0.593,1
856,1,761,529,0.684,1
857,1,769,532,0.698,1
858,1,780,536,0.704,1
859,1,791,540,0.726,1
860,1,802,551,0.74,1
861,1,814,559,0.757,1
862,1,825,574,0.76,1
863,1,836,566,0.757,1
864,1,851,562,0.77,1
865,1,859,562,0.772,1
866,1,874,566,0.752,1
867,1,885,570,0.769,1
868,1,896,578,0.779,1
869,1,908,589,0.697,1
870,1,922,596,0.766,1
871,1,934,592,0.685,1
872,0,0,0,0,0
873,0,0,0,0,0
874,1,938,570,0.753,1
875,1,926,562,0.748,1
876,1,919,559,0.757,1
877,1,911,559,0.769,1
878,1,904,559,0.774,1
879,1,892,559,0.785,1
880,1,881,566,0.785,1
881,1,874,574,0.775,1
882,1,866,585,0.74,1
883,1,859,600,0.815,1
884,1,851,611,0.759,1
885,0,0,0,0,0
886,1,840,626,0.787,1
887,1,844,615,0.724,1
888,0,0,0,0,0
889,0,0,0,0,0
890,0,0,0,0,0
891,0,0,0,0,0
892,0,0,0,0,0
893,0,0,0,0,0
894,0,0,0,0,0
895,0,0,0,0,0
896,0,0,0,0,0
897,0,0,0,0,0
898,0,0,0,0,0
899,0,0,0,0,0
900,0,0,0,0,0
901,0,0,0,0,0
902,0,0,0,0,0
903,0,0,0,0,0
904,0,0,0,0,0
905,0,0,0,0,0
906,0,0,0,0,0
907,0,0,0,0,0
908,0,0,0,0,0
909,0,0,0,0,0
910,0,0,0,0,0
911,0,0,0,0,0
912,1,484,236,0.611,1
913,1,484,236,0.624,1
914,0,0,0,0,0
915,0,0,0,0,0
916,1,454,232,0.624,1
917,1,454,232,0.633,1
918,0,0,0,0,0
919,1,461,229,0.645,1
920,0,0,0,0,0
921,0,0,0,0,0
922,0,0,0,0,0
923,0,0,0,0,0
924,1,484,221,0.658,1
925,1,484,221,0.662,1
926,0,0,0,0,0
927,1,799,341,0.599,2
928,1,791,326,0.613,1
929,1,776,308,0.641,1
930,0,0,0,0,0
931,1,754,281,0.638,1
932,1,742,278,0.635,1
933,1,731,274,0.632,1
934,1,716,278,0.602,1
935,1,705,285,0.593,1
936,1,694,296,0.611,1
937,1,679,315,0.65,1
938,1,668,338,0.668,1
939,1,652,371,0.709,1
940,1,638,405,0.674,1
941,0,0,0,0,0
942,1,604,510,0.747,1
943,0,0,0,0,0
944,1,574,649,0.708,1
945,0,0,0,0,0
946,0,0,0,0,0
947,0,0,0,0,0
948,1,694,131,0.663,1
949,1,694,131,0.673,1
950,1,694,131,0.667,1
951,1,694,131,0.654,1
952,0,0,0,0,0
953,1,698,131,0.636,1
954,1,698,131,0.632,1
955,1,698,131,0.624,1
956,1,698,131,0.607,1
957,0,0,0,0,0
958,0,0,0,0,0
959,0,0,0,0,0
960,0,0,0,0,0
961,0,0,0,0,0
962,0,0,0,0,0
963,0,0,0,0,0
964,0,0,0,0,0
965,0,0,0,0,0
966,0,0,0,0,0
967,0,0,0,0,0
968,0,0,0,0,0
969,0,0,0,0,0
970,0,0,0,0,0
971,0,0,0,0,0
972,0,0,0,0,0
973,0,0,0,0,0
974,0,0,0,0,0
975,0,0,0,0,0
976,0,0,0,0,0
977,0,0,0,0,0
978,0,0,0,0,0
979,0,0,0,0,0
980,0,0,0,0,0
981,0,0,0,0,0
982,0,0,0,0,0
983,0,0,0,0,0
984,0,0,0,0,0
985,0,0,0,0,0
986,0,0,0,0,0
987,0,0,0,0,0
988,0,0,0,0,0
989,0,0,0,0,0
990,0,0,0,0,0
991,0,0,0,0,0
992,0,0,0,0,0
993,0,0,0,0,0
994,0,0,0,0,0
995,0,0,0,0,0
996,0,0,0,0,0
997,0,0,0,0,0
998,0,0,0,0,0
999,0,0,0,0,0
1000,0,0,0,0,0
1001,0,0,0,0,0
1002,0,0,0,0,0
1003,0,0,0,0,0
1004,0,0,0,0,0
1005,0,0,0,0,0
1006,0,0,0,0,0
1007,0,0,0,0,0
1008,0,0,0,0,0
1009,0,0,0,0,0
1010,0,0,0,0,0
1011,0,0,0,0,0
1012,0,0,0,0,0
1013,0,0,0,0,0
1014,0,0,0,0,0
1015,0,0,0,0,0
1016,0,0,0,0,0
1017,0,0,0,0,0
1018,0,0,0,0,0
1019,0,0,0,0,0
1020,0,0,0,0,0
1021,0,0,0,0,0
1022,0,0,0,0,0
1023,0,0,0,0,0
1024,0,0,0,0,0
1025,0,0,0,0,0
1026,0,0,0,0,0
1027,0,0,0,0,0
1028,0,0,0,0,0
1029,0,0,0,0,0
1030,0,0,0,0,0
1031,0,0,0,0,0
1032,0,0,0,0,0
1033,0,0,0,0,0
1034,0,0,0,0,0
1035,0,0,0,0,0
1036,0,0,0,0,0
1037,0,0,0,0,0
1038,0,0,0,0,0
1039,0,0,0,0,0
1040,0,0,0,0,0
1041,0,0,0,0,0
1042,0,0,0,0,0
1043,0,0,0,0,0
1044,0,0,0,0,0
1045,0,0,0,0,0
1046,0,0,0,0,0
1047,0,0,0,0,0
1048,0,0,0,0,0
1049,0,0,0,0,0
1050,0,0,0,0,0
1051,0,0,0,0,0
1052,0,0,0,0,0
1053,0,0,0,0,0
1054,0,0,0,0,0
1055,1,889,885,0.636,1
1056,0,0,0,0,0
1057,1,979,758,0.773,1
1058,0,0,0,0,0
1059,1,1050,679,0.822,1
1060,1,1076,656,0.83,1
1061,1,1102,634,0.793,1
1062,1,1125,619,0.775,1
1063,1,1144,611,0.736,1
1064,1,1162,604,0.724,1
1065,1,1181,600,0.721,1
1066,1,1196,604,0.722,1
1067,1,1208,608,0.753,1
1068,1,1219,611,0.765,1
1069,1,1226,600,0.75,1
1070,1,1234,574,0.696,1
1071,1,1241,548,0.707,1
1072,1,1249,525,0.716,1
1073,1,1256,506,0.699,1
1074,1,1268,495,0.659,1
1075,1,1271,480,0.636,1
1076,1,1275,469,0.559,1
1077,0,0,0,0,0
1078,1,1256,461,0.644,1
1079,1,1241,461,0.632,1
1080,1,1226,469,0.645,1
1081,1,1208,472,0.642,1
1082,1,1189,480,0.657,1
1083,1,1170,491,0.657,1
1084,1,1151,510,0.663,1
1085,1,1125,532,0.687,1
1086,1,1095,559,0.733,1
1087,1,1065,596,0.768,1
1088,0,0,0,0,0
1089,0,0,0,0,0
1090,0,0,0,0,0
1091,0,0,0,0,0
1092,0,0,0,0,0
1093,0,0,0,0,0
1094,0,0,0,0,0
1095,0,0,0,0,0
1096,0,0,0,0,0
1097,0,0,0,0,0
1098,0,0,0,0,0
1099,0,0,0,0,0
1100,0,0,0,0,0
1101,0,0,0,0,0
